,index,long,lat,name,info,a,b,c,d,e,f
492,492,-157.709496,21.283655,Costco - Hawaii Kai; #0120,808-396-5538,333A Keahole St,Honolulu Oahu,HI,96825,USA,
493,493,-157.87112,21.318564000000002,Costco - Iwilei; Gas; #0687,808-526-6103,525 Alakawa St,Honolulu Oahu,HI,96817,USA,
494,494,-158.087532,21.326729999999998,Costco - Kapolei; Gas; #1038,808-674-3900,4589 Kapolei Pkwy,Kapolie Oahu,HI,96707,USA,
495,495,-158.000376,21.426560000000002,Costco - Waipio; Gas; #0485,808-678-6103,94-1231 Ka Uka Blvd,Waipahu Oahu,HI,96797,USA,
496,496,-156.450774,20.887142,Costco - Maui; Gas; #0119,808-877-5248,540 Haleakala Hwy,Kahului Maui,HI,96732,USA,
497,497,-83.761964,42.503781,Costco - Green Oak Twp; Gas; #0786,810-220-8950,6700 Whitmore Lake Rd,Brighton,MI,48116,USA,
498,498,-87.467091,37.991521999999996,Costco - Evansville; Gas; #1331,812-909-6580,1201 N Cross Pointe Pl,Evansville,IN,47715,USA,
499,499,-82.392838,28.188421,Costco - Wesley Chapel; Gas; #1249,813-279-7031,2225 Grand Cypress Dr,Lutz,FL,33559,USA,
500,500,-82.58107,28.044265999999997,Costco - West Tampa; Gas; #1262,813-616-7001,8712 W Linebaugh Ave,Tampa,FL,33625,USA,
501,501,-82.33135,27.921298999999998,Costco - Brandon; Gas; #0358,813-952-0103,10921 Causeway Blvd,Brandon,FL,33511,USA,
502,502,-94.357184,39.036357,Costco - Independence; Gas; #0373,816-200-2003,19040 E Valley View Pkwy,Independence,MO,64055,USA,
503,503,-94.581047,39.067173,Costco - Kansas City; Gas; #0375,816-216-0003,241 East Linwood Blvd,Kansas City,MO,64111,USA,
504,504,-94.585823,39.253859999999996,Costco - North Kansas City; Gas/Diesel; #1268,816-857-7086,1600 NW 88th St,Kansas City,MO,64155,USA,
505,505,-97.40843199999999,32.67791500000001,Costco - Fort Worth; Gas; #0489,817-210-0003,5300 Overton Ridge Blvd,Fort Worth,TX,76132,USA,
506,506,-97.114497,32.68411500000001,Costco - Arlington; Gas; #0668,817-417-1603,600 West Arbrook Blvd,Arlington,TX,76014,USA,
507,507,-97.112156,32.941412,Costco - Southlake; Gas; #0669,817-749-2803,2601 E State Hwy-114,Southlake,TX,76092,USA,
508,508,-97.32013,32.901671,Costco - North Fort Worth; Gas; #1173,817-806-9833,8900 Tehama Ridge Pkwy; I-35 Exit 62,Fort Worth,TX,76117,USA,
509,509,-118.427186,34.272342,Costco - Pacoima; Gas; #1071,818-272-2700,13550 Paxton St; Hwy 118 Exit 44,Pacoima,CA,91331,USA,
510,510,-118.38017099999999,34.199735,Business Center; #0653,818-423-7082,11428 Sherman Way,North Hollywood,CA,91605,USA,
511,511,-118.46356200000001,34.181421,Costco - Van Nuys; Gas; #0048,818-464-1480,6100 Sepulveda Blvd; I-405 Exit 65,Van Nuys,CA,91411,USA,
512,512,-118.323807,34.185815000000005,Costco - Burbank; Gas; #0677,818-557-3783,1051 Burbank Blvd; I-5 Exit 146,Burbank,CA,91506,USA,
513,513,-118.797122,34.152178,Costco - Westlake Village; #0117,818-597-3901,5700 Lindero Canyon Rd; Hwy 101 Exit 39,Westlake Village,CA,91362,USA,
514,514,-118.550325,34.230672999999996,Costco - Northridge; Gas; #0437,818-775-1860,8810 Tampa Ave,Northridge,CA,91324,USA,
515,515,-118.602814,34.186963,Costco - Woodland Hills; Gas/Diesel; #1205,818-884-9099,21800 Victory Blvd,Woodland Hills,CA,91367,USA,
516,516,-75.70071999999998,45.4752,Costco - Gatineau; #0542,819-246-4005,1100 Boul. Maloney Ouest,Gatineau,QC,J8T 6G3,CAN,
517,517,-72.509422,45.909504999999996,Costco - Drummondville; Gas; #1127,819-473-7575,105 Rue-Robert-Bernard,Drummondville,QC,J2C 8N1,CAN,
518,518,-72.57094000000002,46.33083,Costco - Trois Rivieres; Gas; #0518,819-693-5758,3000 boul des RÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©collets,Trois-Rivieres-Quest,QC,G9A 6J2,CAN,
519,519,-71.95170999999998,45.393879999999996,Costco - Sherbrooke; #0514,819-822-0681,3400 King Ouest,Sherbrooke,QC,J1L 1C9,CAN,
520,520,-113.552477,53.308225,Costco - Nisku; Gas; #1270,825-319-2061,Hwy 2 Exit 522; 2584 46 Ave E Airport Rd,Nisku,AB,T9E 1K2,CAN,
521,521,-121.668553,36.70385200000001,Costco - Salinas; #0472,831-424-4242,1339 North Davis Rd; Hwy 101 Exit 330,Salinas,CA,93907,USA,
522,522,-122.03401399999998,36.984381,Costco - Santa Cruz; Gas/Diesel; #0149,831-469-0961,220 Sylvania Ave,Santa Cruz,CA,95060,USA,
523,523,-121.84538799999999,36.616958000000004,Costco - Sand City; #0131,831-899-1256,801 Tioga Ave,Sand City,CA,93955,USA,
524,524,-95.439146,29.73367,Costco - Galleria; Gas; #1018,832-325-5850,3836 Richmond Ave,Houston,TX,77027,USA,
525,525,-95.712165,29.978174,Costco - Cypress; Gas; #1208,832-653-4584,26960 Hempstead Rd,Cypress,TX,77433,USA,
526,526,-95.54802099999999,29.954581,Costco - Willowbrook; Gas; #0675,832-912-2353,12405 N Gessner Rd,Houston,TX,77064,USA,
527,527,-79.771148,32.885616,Costco - Mt Pleasant; Gas; #1319,843-375-7029,3525 Park Ave Blvd,Mt Pleasant,SC,29466,USA,
528,528,-80.035888,32.795575,Costco - Charleston; Gas; #0360,843-460-2000,3050 Ashley Town Center,Charleston,SC,29414,USA,
529,529,-78.915906,33.705698,Costco - Myrtle Beach; Gas; #0338,843-839-6604,1021 Oak Forest Ln,Myrtle Beach,SC,29577,USA,
530,530,-74.025274,41.107253,Costco - Nanuet; Gas; #0305,845-425-1469,50 Overlook Blvd,Nanuet,NY,10954,USA,
531,531,-87.903328,42.238313,Costco - Mettawa; Gas; #1074,847-235-1300,25901 Riverwoods Rd,Mettawa,IL,60045,USA,
532,532,-88.093412,42.187135,Costco - Lake Zurich; Gas; #0378,847-540-3053,680 S. Rand Rd,Lake Zurich,IL,60047,USA,
533,533,-87.932579,42.083331,Costco - Mt Pleasant; Gas; #0779,847-660-2000,999 N. Elmhurst Rd,Mount Prospect,IL,60056,USA,
534,534,-87.82158199999998,42.109363,Costco - Glenview; Gas; #0348,847-730-1003,2900 Patriot Blvd,Glenview,IL,60026,USA,
535,535,-88.339285,42.178622,Costco - Lake in the Hills; Gas; #0774,847-960-9909,250 N. Randall Rd,Lake in the Hills,IL,60156,USA,
536,536,-88.042213,42.05527100000001,Costco - Schaumburg; Gas; #0387,847-969-0790,1375 N Meacham Rd,Schaumburg,IL,60173,USA,
537,537,-87.780429,42.01481500000001,Costco - Niles; Gas; #0383,847-972-3003,7311 N Melvina Ave; I-94 Exit 39,Niles,IL,60714,USA,
538,538,-84.212088,30.460557,Costco - Tallahassee; Gas; #1026,850-219-2500,4067 Lagniappe Way,Tallahassee,FL,32317,USA,
539,539,-74.90755300000002,39.971767,Costco - Mt Laurel; Gas; #0749,856-359-3650,100 Centerton Rd,Mount Laurel,NJ,08054,USA,
540,540,-117.225899,32.823589,Costco - Morena; Gas; #0401,858-270-6920,4605 Morena Blvd; I-5 Exit 23,San Diego,CA,92117,USA,
541,541,-117.07694199999999,32.987134999999995,Costco - Carmel Mountain; Gas; #0452,858-675-0248,12350 Carmel Mountain Rd,San Diego,CA,92128,USA,
542,542,-117.153749,32.816477,Business Center; #0578,858-790-6750,7803 Othello Ave,San Diego,CA,92111,USA,
543,543,-117.032326,32.935179999999995,Costco - Poway; Gas; #0775,858-848-2451,12155 Tech Center Dr,Poway,CA,92064,USA,
544,544,-84.410291,38.024108,Costco - Lexington; Gas; #1156,859-245-3620,1500 Fitzgerald Ct,Lexington,KY,40509,USA,
545,545,-84.649777,38.987565000000004,Costco - Florence; Gas/Diesel; #1197,859-568-7000,800 Heights Blvd,Florence,KY,41042,USA,
546,546,-72.575101,41.994163,Costco - Enfield; Gas; #0780,860-394-2001,75 Freshwater Blvd; I-91 Exit 47,Enfield,CT,06082,USA,
547,547,-72.212701,41.359448,Costco - East Lyme; Gas; #1372,860-739-4700,284 Flanders Rd; I-95 Exit 74,East Lyme,CT,06333,USA,
548,548,-72.764989,41.70982100000001,Costco - New Britain; Gas; #1196,860-893-7001,405 Hartford Rd,New Britain,CT,06053,USA,
549,549,-82.313073,34.836061,Costco - Greenville; Gas; #1005,864-297-2560,1021 Woodruff Rd; I-385 Exit 37,Greenville,SC,29607,USA,
550,550,-81.99783599999998,34.940014,Costco - Spartanburg; Gas; #1008,864-515-4940,211 W Blackstock Rd,Spartanburg,SC,29301,USA,
551,551,-84.14115,35.89630800000001,Costco - Farragut; Gas; #1116,865-218-7700,10745 Kingston Pike,Knoxville,TN,37934,USA,
552,552,-71.958772,45.4240908,Costco - Sherbrooke; Gas; #1367,873-500-5544,3800 Boul De Monseigneur-Fortier,Sherbrooke,QC,J1L 0C8,CAN,
553,553,-89.795532,35.192031,Costco - NE Memphis; Gas; #0352,901-214-0003,2431 North Germantown Pkwy; I-40 Exit 16,Cordova,TN,38016,USA,
554,554,-89.797364,35.046015999999995,Costco - SE Memphis; Gas; #0353,901-214-0054,3775 Hacks Cross Rd,Memphis,TN,38125,USA,
555,555,-63.566487,44.70445,Costco - Dartmouth; #0551,902-481-7637,137 Countryview Dr,Dartmouth,NS,B3B 0E7,CAN,
556,556,-63.676136,44.656146,Costco - Halifax; #0519,902-876-7788,230 Chain Lake Dr,Halifax,NS,B3S 1C5,CAN,
557,557,-81.756252,30.20226,Costco - West Jacksonville; Gas; #1294,904-479-7521,8000 Parramore Rd; I-295 Exit 12,Jacksonville,FL,32244,USA,
558,558,-81.53348100000002,30.251894,Costco - East Jacksonville; #0357,904-997-7003,4901 Gate Pkwy,Jacksonville,FL,32246,USA,
559,559,-79.2527,43.851659999999995,Costco - East Markham; #0545,905-201-3500,65 Kirkham Dr,Markham,ON,L3S 0A9,CAN,
560,560,-79.542378,43.786207,Costco - Vaughan; Gas; #0547,905-264-8337,71 Colossus Dr,Woodbridge,ON,L4L 9J8,CAN,
561,561,-79.94806,43.22876,Costco - Ancaster; Gas; #1105,905-304-0355,100 Legend Court,Ancaster,ON,L9K 1J3,CAN,
562,562,-79.822385,43.343751,Costco - Burlington; #0253,905-336-9121,1225 Brant St,Burlington,ON,L7P 1X7,CAN,
563,563,-78.856003,43.903757,Costco - Oshawa; Gas; #1128,905-404-4050,130 Ritson Rd North,Oshawa,ON,L1G 1Z7,CAN,
564,564,-79.71337,43.681059999999995,Costco - Brampton; #0162,905-450-9300,100 Biscayne Crescent,Brampton,ON,L6W 4S1,CAN,
565,565,-79.35454,43.845859999999995,Costco - Markham; #0151,905-477-5718,1 YorkTech Drive,Markham,ON,L6G 1A6,CAN,
566,566,-79.579596,43.612299,Costco - Central Mississauga; Gas; #1169,905-566-2400,1570 Dundas Ste,Mississauga,ON,L4X 1L4,CAN,
567,567,-79.68947,43.6115,Costco - North Mississauga; #0526,905-568-4828,5900 Rodeo Dr,Mississauga,ON,L5R 3S9,CAN,
568,568,-79.019814,43.864416,Costco - Ajax; Gas; #0159,905-619-6677,150 Kingston Road East,Ajax,ON,L1Z 1E5,CAN,
569,569,-79.25089,43.179063,Costco - St Catharines; #0523,905-646-2008,3 North Service Road,St Catharines,ON,L2N 7R1,CAN,
570,570,-79.681349,44.334669,Costco - Barrie; Gas; #0252,905-780-2100,41 MapleView Drive East,Barrie,ON,L4N 9A9,CAN,
571,571,-79.392051,43.901816,Costco - Richmond Hill; #0592,905-780-2100,35 John Birchall Rd,Richmond Hill,ON,L4S 0B2,CAN,
572,572,-79.687711,43.521232,Costco - South Mississauga; #0531,905-828-3340,3180 Laird Road,Mississauga,ON,L5L 5P8,CAN,
573,573,-79.48406,44.06988,Costco - Newmarket; Gas; #0510,905-954-4733,18182 Yonge St,East Gwillimbury,ON,L9N 0J3,CAN,
574,574,-147.707275,64.852882,Costco - Fairbanks; Gas; #1342,907-205-3607,48 College Rd,Fairbanks,AK,99701,USA,
575,575,-149.803725,61.211183,Costco - NE Anchorage; Gas; #0063,907-269-9510,4125 DeBarr Rd,Anchorage,AK,99508,USA,
576,576,-149.88409,61.143268000000006,Costco - Anchorage; Gas/Diesel; #0010,907-349-2335,330 West Dimond Blvd,Anchorage,AK,99515,USA,
577,577,-134.482326,58.359471,Costco - Juneau; #0107,907-780-6740,5225 Commercial Blvd,Juneau,AK,99801,USA,
578,578,-74.45942099999998,40.611686999999996,Costco - North Plainfield; Gas; #1166,908-546-5666,1290 Hwy 22E,North Plainfield,NJ,07060,USA,
579,579,-74.287644,40.694159,Costco - Union; Gas; #0320,908-810-1458,1055 Hudson St,Union,NJ,07083,USA,
580,580,-74.859711,40.517478999999994,Costco - Flemington; Gas; #1236,908-905-7210,2a Walter E Foran Blvd N,Flemington,NJ,08822,USA,
581,581,-117.74245400000001,34.014146000000004,Costco - Chino Hills; Gas; #0473,909-464-2900,13111 Peyton Dr,Chino Hills,CA,91709,USA,
582,582,-117.263372,34.06839,Costco - San Bernarino; Gas; #0478,909-478-3445,1099 E Hospitality Ln; I-10 Exit 74,San Bernardino,CA,92408,USA,
583,583,-117.69055800000001,34.083034000000005,Costco - Montclair; Gas; #0686,909-575-5004,9404 Central Ave; I-10 Exit 49,Montclair,CA,91763,USA,
584,584,-117.54811399999998,34.079006,Costco - Rancho Cucamonga; Gas; #0678,909-581-1700,11800 4th St; I-15 Exit 110,Rancho Cucamonga,CA,91739,USA,
585,585,-117.443071,34.137526,Costco - Fontana; Gas; #0627,909-770-5639,16505 Sierra Lakes Pkwy; I-210 Exit 66 or 67,Fontana,CA,92336,USA,
586,586,-117.50423,34.063807000000004,Business Center; #0947,909-789-1221,3680 E Guasti Rd; I-10 Exit 56,Ontario,CA,91761,USA,
587,587,-117.82841699999999,34.113535,Costco - San Dimas; Gas; #1015,909-962-5507,520 N Lone Hill Ave,San Dimas,CA,91773,USA,
588,588,-77.872737,34.248883,Costco - Wilmington; Gas; #0635,910-798-3252,5351 Gingerwood Dr,Wilmington,NC,28405,USA,
589,589,-94.670834,38.907288,Costco - Overland Park; Gas; #0369,913-217-2053,12221 Blue Valley Pkwy,Overland Park,KS,66213,USA,
590,590,-94.733509,38.958856,Costco - lenexa; Gas; #0349,913-227-3703,9350 Marshall Dr; I-35 Exit 224,Lenexa,KS,66215,USA,
591,591,-73.794504,40.896147,Costco - New Rochelle; Gas; #0241,914-235-2233,1 Industrial Ln,New Rochelle,NY,10805,USA,
592,592,-73.86129,40.974962,Costco - Yonkers; #0321,914-595-1003,20 Stew Leonard Dr,Yonkers,NY,10710,USA,
593,593,-73.66178599999998,40.999368,Costco - Port Chester; #0326,914-935-3103,1 Westchester Ave,Port Chester,NY,10573,USA,
594,594,-106.40946399999999,31.782259999999997,Costco - El Paso; Gas; #0768,915-774-5203,6101 Gateway West Blvd; I-10 Exit 23,El Paso,TX,79925,USA,
595,595,-121.385529,38.60784500000001,Business Center; #0893,916-426-4556,3360 El Camino Ave,Sacramento,CA,95821,USA,
596,596,-121.414025,38.407634,Costco - Elk Grove; Gas; #1274,916-465-6050,7400 Elk Grove Blvd,Elk Grove,CA,95757,USA,
597,597,-121.29713000000001,38.689428,Costco - Citrus Heights; Gas; #0771,916-560-4000,7000 Auburn Blvd,Citrus Heights,CA,95621,USA,
598,598,-121.45266699999999,38.597106,Costco - Cal Expo; Gas; #0471,916-563-7002,1600 Expo Pkwy,Sacramento,CA,95815,USA,
599,599,-121.414341,38.468475,Costco - Sacramento; Gas; #0464,916-682-3569,7981 East Stockton Blvd,Sacramento,CA,95823,USA,
600,600,-121.263848,38.588193,Costco - Rancho Cordova; Gas; #0438,916-724-2240,11260 White Rock Rd,Rancho Cordova,CA,95742,USA,
601,601,-121.26770800000001,38.780118,Costco - Roseville; Gas/Diesel; #0029,916-789-1485,6750 Stanford Ranch Rd; Hwy 65 Exit 307,Roseville,CA,95678,USA,
602,602,-121.109486,38.645499,Costco - Folsom; Gas/Diesel; #0765,916-850-1000,1800 Cavitt Court; Hwy 50 Exit 27,Folsom,CA,95630,USA,
603,603,-95.887447,36.014915,Costco - Tulsa; Gas/Diesel; #1207,918-498-7001,10220 S Memorial Dr,Tulsa,OK,74133,USA,
604,604,-78.913853,36.029146999999995,Costco - Durham; Gas; #0249,919-220-2740,1510 N Pointe Dr,Durham,NC,27705,USA,
605,605,-78.826229,35.746995,Costco - Apex; Gas; #1206,919-331-6027,1021 Pine Plaza Dr,Apex,NC,27523,USA,
606,606,-78.621729,35.818084999999996,Costco - Raleigh; Gas; #0645,919-755-2801,2838 Wake Forest Rd,Raleigh,NC,27609,USA,
607,607,-88.488986,44.270857,Costco; - Grand Chute; Gas/Diesel; #1222,920-363-7000,5401 W Integrity Way,Grand Chute,WI,54913,USA,
608,608,-87.985499,44.457594,Costco - Green Bay; Gas; #1162,920-469-5700,2355 Costco Way,Bellevue,WI,54311,USA,
609,609,-121.972853,37.78259,Costco - Danville; #0021,925-277-0407,3150 Fostoria Way; I-680 Exit 38,Danville,CA,94526,USA,
610,610,-121.81256200000001,37.702888,Costco - Livermore; Gas; #0146,925-443-6306,2800 Independence Dr; I-580 Exit 50,Livermore,CA,94551,USA,
611,611,-122.034196,37.959142,Costco - Concord; Gas/Diesel; #0663,925-566-4003,2400 Monument Blvd,Concord,CA,94520,USA,
612,612,-121.83891399999999,38.009793,Costco - Antioch; Gas; #1002,925-757-7130,2201 Verne Roberts Cir; Hwy 4 Exit 26,Antioch,CA,94509,USA,
613,613,-112.39684299999999,34.547881,Costco - Prescott; Gas/Diesel; #0466,928-541-2203,3911 Hwy-69,Prescott,AZ,86301,USA,
614,614,-95.453689,30.208462,Costco - Woodlands; Gas/Diesel; #1189,936-703-2295,8185 SH 242; I-45 Exit 78,The Woodlands,TX,77385,USA,
615,615,-95.45362,30.208431,Costco - Woodlands; Gas; #1189,936-703-2295,8185 Hwy 242; I-45 Exit 79,Conroe,TX,77385,USA,
616,616,-84.107013,39.662368,Costco - Centervile; Gas; #1185,937-640-6000,5300 Cornerstone North Blvd; I-675 Exit 7,Centerville,OH,45440,USA,
617,617,-82.471902,27.502994,Costco - Bradenton; Gas; #1364,941-213-0747,805 Lighthouse Dr,Bradenton,FL,34212,USA,
618,618,-82.494371,27.234098,Costco - Sarasota Mall; Gas; #1123,941-554-2800,8201 S Tamiami Trail,Sarasota,FL,34328,USA,
619,619,-117.67803799999999,33.469570000000004,Costco - San Juan Capistrano; Gas; #0429,949-240-3558,33961 Doheny Park Rd,San Juan Capistrano,CA,92675,USA,
620,620,-117.67695900000001,33.555310999999996,Costco - Laguna Niguel; Gas; #0028,949-364-0217,27972 Cabot Rd,Laguna Niguel,CA,92677,USA,
621,621,-117.71091200000001,33.566778,Costco - Laguna Marketplace; Gas; #0690,949-389-8703,27220 Heather Ridge Rd,Laguna Niguel,CA,92677,USA,
622,622,-117.745618,33.660191999999995,Costco - Irvine; Gas/Diesel; #0454,949-453-0435,115 Technology West Dr; I-5 Exit 94,Irvine,CA,92618,USA,
623,623,-117.33982900000001,33.696321000000005,Costco - Lake Elsinore; Gas; #0746,951-253-6030,29315 Central Ave; I-15 Exit 77,Lake Elsinore,CA,92532,USA,
624,624,-117.52262900000001,33.88612,Costco - Corona; Gas; #0432,951-279-1190,480 McKinley St; Hwy 91 Exit 53,Corona,CA,92879,USA,
625,625,-117.277018,33.935476,Costco - Moreno Valley; Gas; #0455,951-697-8900,12700 Day St; Hwy 60 Exit 59,Moreno Valley,CA,92553,USA,
626,626,-117.154362,33.521227,Costco - Temecula; Gas/Diesel; #0491,951-719-2000,26610 Ynez Rd; I-15 Exit 61,Temecula,CA,92591,USA,
627,627,-117.556991,34.000208,Costco; - Eastvale; Gas; #1317,951-749-7190,5030 Hammer Ave; I-5 Exit 105,Eastvale,CA,91752,USA,
628,628,-93.293897,44.749076,Costco - Burnsville; Gas; #1087,952-229-6449,14050 Burnhaven Dr,Burnsville,MN,55337,USA,
629,629,-93.435923,44.86029600000001,Costco - Eden Prairie; Gas; #0783,952-943-4801,12011 Technology Dr,Eden Prairie,MN,55344,USA,
630,630,-80.150038,26.273362,Costco - Pompano; Gas; #0088,954-247-3554,1800 W Sample Rd; I-95 Exit 39,Pompano Beach,FL,33064,USA,
631,631,-80.360331,26.009617000000002,Costco - Pembroke Pines; Gas; #0742,954-266-3460,15915 Pines Blvd; I-75 Exit 9,Pembroke Pines,FL,33027,USA,
632,632,-80.247437,26.096586,Costco - Davie; Gas; #0091,954-370-8990,1890 S University Dr; I-595 Exit 5,Davie,FL,33324,USA,
633,633,-80.27793299999998,26.287219,Costco - Coral Springs; Gas; #1323,954-715-8240,4621 Coral Ridge Dr,Coral Springs,FL,33076,USA,
634,634,-98.202653,26.19335,Costco - Pharr; Gas; #1108,956-354-3900,1501 W Kelly Ave,Pharr,TX,78577,USA,
635,635,-106.890825,39.644362,Costco - Gypsum; Gas/Diesel; #0637,970-328-7601,170 Cooley Mesa Rd,Gypsum,CO,81637,USA,
636,636,-104.98892,40.520554,Costco - Timnath; Gas/Diesel; #1178,970-416-6115,4705 Weitzel St; I-25 Exit 265,Timnath,CO,80547,USA,
637,637,-96.699569,33.044542,Costco - East Plano; Gas; #0664,972-244-0003,3800 N. Central Expy,Plano,TX,75074,USA,
638,638,-96.831029,33.024347999999996,Costco - West Plano; Gas; #0684,972-246-2203,1701 Dallas Pkwy,Plano,TX,75093,USA,
639,639,-96.44572099999999,32.908196000000004,Costco - Rockwell; Gas; #1049,972-772-1600,1225 Hwy 276,Rockwall,TX,75032,USA,
640,640,-74.254896,40.889996000000004,Costco - Wayne; Gas; #1177,973-339-4006,149 SR 23,Wayne,NJ,07470,USA,
641,641,-74.379378,40.81240800000001,Costco - East Hanover; #0244,973-602-2000,156 SR-10 West,East Hanover,NJ,07936,USA,
642,642,-74.568627,40.906921000000004,Costco - Wharton; Gas; #0315,973-659-2000,315 Rte 15; I-80 Exit 34,Wharton,NJ,07885,USA,
643,643,-74.136482,40.831654,Costco - Clifton; Gas; #0306,973-779-8715,20 Bridewell Pl,Clifton,NJ,07014,USA,
644,644,-70.977402,42.556955,Costco - Danvers; Gas; #0301,978-750-1000,11 Newbury St; I-95 Exit 47,Danvers,MA,01923,USA,
645,645,-80.851862,35.583045,Costco - Mooresville; Gas; #1333,980-447-9757,392 Talbert Rd; I-77 Exit 35,Mooresville,NC,28117,USA,
646,646,-111.984268,43.511486,Costco - Idaho Falls; Gas; #1379,986-497-3149,2495 E Lincoln Rd,Idaho Falls,ID,83401,USA,
647,647,-100.770706,46.865629,Coctco - Bismarck; Gas; #1380,425-313-8100,1325 57th Ave NE,Bismarck,ND,58503,USA,
648,648,-88.244561,40.143024,Costco - Champaign,Oct 2020,2000 N Neil St,Champaign,IL,61820,USA,
649,649,-116.43501100000002,43.662254,Costco - Meridian,Oct 2020,Chinden Blvd and Ten Mile Rd,Meridian,ID,83646,USA,
650,650,-84.16820899999998,43.603732,Costco - Midland,Oct 2020,4816 Bay City Rd,Midland,MI,48642,USA,
651,651,-121.811576,37.31786500000001,Business Center,Oct 2020,2140 Quimby Rd,San Jose,CA,95122,USA,
652,652,-121.810397,37.318487,Business Center,Sept 2020,E Capitol Expy,San Jose,CA,95122,USA,
653,653,-75.037729,39.926504,Costco - Cherry Hill,Sept 2020,Golden State Blvd,Cherry Hill,NJ,08002,USA,
654,654,-112.410147,33.609096,Costco - Surprise,Sept 2020,Sarival and Waddell,Surprise,AZ,85388,USA,
655,655,-73.43223499999998,45.505187,Business Center,Sept 2020,5025 Boul Cousineau,St Hubert,QC,J3Y 3K7,CAN,
656,656,-74.1011,40.672784,Costco - Bayonne; Gas; #1334,201-354-2335,21 Goldsborough Dr,Bayonne,NJ,07002,USA,
