long,lat,name,info,a,b,c,d,e
-82.638954,27.797379,Trader Joe's; #767,727-824-0907,2742 4th St N,St. Petersburg,FL,33704,USA
-105.085352,39.610665,Trader Joe's; #306,729-981-4563,8055 West Bowles Ave,Littleton,CO,80120,USA
-74.062485,40.316621,Trader Joe's; #608,732-389-2535,1031 Broad St.,Shrewsbury,NJ,07702,USA
-74.142661,40.05818,Trader Joe's; #615,732-477-4781,110 Brick Plaza,Brick,NJ,08723,USA
-74.556511,40.563721,Trader Joe's; #614,732-805-0268,315 Promenade Blvd,Bridgewater,NJ,08807,USA
-74.45803,40.462013,Trader Joe's; #612,732-993-1403,869 Hwy 1,North Brunswick,NJ,08902,USA
-83.435524,42.437187,Trader Joe's; #667,734-464-3675,18771 Traditions Dr,Northville,MI,48167,USA
-83.71327,42.259451,Trader Joe's; #678,734-975-2455,2398 East Stadium Blvd,Ann Arbor,MI,48104,USA
-76.74691,37.278125,Trader Joe's; #657,757-259-2135,5000 Settlers Market Blvd,Williamsburg,VA,23188,USA
-76.023884,36.848557,Trader Joe's; #660,757-422-4840,503 Hilltop Plaza,Virginia Beach,VA,23454,USA
-76.513589,37.130173,Trader Joe's; #656,757-890-0235,12551 Jefferson Ave,Newport News,VA,23602,USA
-116.47875,33.786501,Trader Joe's; #118,760-202-0090,67720 East Palm Canyon Dr,Cathedral City,CA,92234,USA
-117.074558,33.100119,Trader Joe's; #105,760-233-4020,1885 S Centre City Pkwy,Escondido,CA,92025,USA
-116.398234,33.727165,Trader Joe's; #003,760-340-2291,44250 Town Center Way,Palm Desert,CA,92260,USA
-117.332015,33.183359,Trader Joe's; #022,760-433-9994,2570 Vista Way,Oceanside,CA,92054,USA
-117.25592,33.127793,Trader Joe's; #220,760-603-8473,2629 Gateway Rd,Carlsbad,CA,92009,USA
-117.256077,33.047336,Trader Joe's; #025,760-634-2114,115 N. El Camino Real,Encinitas,CA,92024,USA
-116.294434,33.711435,Trader Joe's; #189,760-777-1553,46400 Washington St,La Quinta,CA,92253,USA
-93.434752,45.094021,Trader Joe's; #713,763-315-1739,12105 Elm Creek Blvd North,Maple Grove,MN,55369,USA
-84.379745,34.057723,Trader Joe's; #733,770-645-8505,635 W. Crossville Rd,Roswell,GA,30075,USA
-87.675387,41.949592,Trader Joe's; #688,773-248-4920,3745 North Lincoln Ave,Chicago,IL,60613,USA
-87.588516,41.796173,Trader Joe's; #706,773-363-8831,1528 E 55th St,Chicago,IL,60615,USA
-87.64603,41.93288,Trader Joe's; #703,773-935-7255,667 W. Diversey Pkwy,Chicago,IL,60614,USA
-119.774002,39.110285,Trader Joe's; #281,775-267-2486,3790 US Highway 395 South,Carson City,NV,89705,USA
-119.783667,39.477037,Trader Joe's; #082,775-826-1621,5035 S. McCarran Blvd,Reno,NV,89502,USA
-71.021043,42.480319,Trader Joe's; #506,781-231-0369,358 Broadway,Saugus,MA,01906,USA
-71.212495,42.473582,Trader Joe's; #515,781-273-2310,51 Middlesex Turnpike,Burlington,MA,01803,USA
-71.234941,42.29238,Trader Joe's; #504,781-449-6993,958 Highland Ave,Needham,MA,02494,USA
-71.1869,42.425034,Trader Joe's; #505,781-646-9138,1427 Massachusetts Ave,Arlington,MA,02476,USA
-70.925229,42.249346,Trader Joe's; #530,781-740-2038,5 Essington Dr,Hingham,MA,02043,USA
-70.844733,42.146071,Trader Joe's; #513,781-826-5389,1775 Washington St,Hanover,MA,02339,USA
-111.683428,40.27614,Trader Joe's; #352,801-224-1453,440 E Park Ave,Orem,UT,84097,USA
-111.872839,40.760508,Trader Joe's; #350,801-359-2462,634 East 400 South,Salt Lake City,UT,84102,USA
-111.855059,40.624934,Trader Joe's; #351,801-562-3024,6989 S 1300 E,Cottonwood Heights,UT,84047,USA
-73.180769,44.463967,Trader Joe's; #527,802-658-4500,200 Dorset St,South Burlington,VT,05403,USA
-80.972585,34.020301,Trader Joe's; #753,803-790-2404,4516 Forest DR,Columbia,SC,29206,USA
-77.603828,37.649639,Trader Joe's; #659,804-360-4098,11331 W Broad St,Glen Allen,VA,23060,USA
-118.953064,34.180914,Trader Joe's; #243,805-375-1984,125 N Reino Rd,Thousand Oaks,CA,91320,USA
-119.050865,34.219789,Trader Joe's; #114,805-388-1925,363 Carmen Dr,Camarillo,CA,93010,USA
-120.715948,35.541934,Trader Joe's; #211,805-434-9562,1111 Rossi Rd,Templeton,CA,93465,USA
-120.59472,35.126564,Trader Joe's; #117,805-474-6114,955 Rancho Parkway,Arroyo Grande,CA,93420,USA
-118.869239,34.218138,Trader Joe's; #196,805-492-7107,451 Avenida De Los Arboles,Thousand Oaks,CA,91360,USA
-118.826873,34.163348,Trader Joe's; #058,805-494-5040,3835 E. Thousand Oaks Blvd,Westlake Village,CA,91362,USA
-118.739253,34.279137,Trader Joe's; #030,805-520-3135,2975-A Cochran St,Simi Valley,CA,93065,USA
-119.682367,34.424207,Trader Joe's; #059,805-560-1182,222 N Milpas St,Santa Barbara,CA,93103,USA
-119.729073,34.439095,Trader Joe's; #183,805-563-7383,3025 De La Vina St,Santa Barbara,CA,93105,USA
-119.21104,34.257781,Trader Joe's; #045,805-650-9977,1795 South Victoria Ave,Ventura,CA,93003,USA
-119.247483,34.271723,Trader Joe's; #218,805-658-2664,103 S. Mills Road Suite 104,Ventura,CA,93003,USA
-119.824507,34.441209,Trader Joe's; #110,805-692-2234,5767 Calle Real,Goleta,CA,93117,USA
-120.675052,35.244276,Trader Joe's; #041,805-783-2780,3977 South Higuera St,San Luis Obispo,CA,93401,USA
-120.419595,34.937964,Trader Joe's; #239,805-925-1657,1303 S Bradley Rd,Santa Maria,CA,93454,USA
-82.506699,27.93729,Trader Joe's; #766,813-872-6846,3808 W Swann Ave,Tampa,FL,33609,USA
-80.199471,40.674465,Trader Joe's; #629,814-234-2224,243 Patriot Ln,State College,PA,16803,USA
-94.605686,38.972003,Trader Joe's; #720,816-333-5322,8600 Ward Pkwy,Kansas City,MO,64114,USA
-97.129232,32.940974,Trader Joe's; #406,817-251-0360,1492 E Southlake Blvd,Southlake,TX,76092,USA
-97.387497,32.73423,Trader Joe's; #404,817-922-9107,2701 Hulen Street,Fort Worth,TX,76107,USA
-118.579666,34.257967,Trader Joe's; #184,818-341-3010,10330 Mason Ave,Chatsworth,CA,91311,USA
-118.623565,34.19303,Trader Joe's; #050,818-347-2591,6751 Fallbrook Ave,West Hills,CA,91307,USA
-118.502033,34.272464,Trader Joe's; #044,818-368-6461,11114 Balboa Blvd,Granada Hills,CA,91344,USA
-118.254853,34.159238,Trader Joe's; #053,818-507-8192,103 E Glenoaks Blvd,Glendale,CA,91207,USA
-118.392253,34.143159,Trader Joe's; #122,818-509-0168,11976 Ventura Blvd,Studio City,CA,91604,USA
-118.64469,34.15583,Trader Joe's; #254,818-591-6758,23741 Calabasas Rd,Calabasas,CA,91302,USA
-118.592232,34.167572,Trader Joe's; #209,818-712-9475,21055 Ventura Blvd,Woodland Hills,CA,91364,USA
-118.351894,34.152063,Trader Joe's; #054,818-762-2787,10130 Riverside Dr,Toluca Lake,CA,91602,USA
-118.397522,34.186199,Trader Joe's; #252,818-762-2963,6130 Laurel Canyon Blvd,North Hollywood,CA,91606,USA
-118.440686,34.157737,Trader Joe's; #049,818-789-2771,14119 Riverside Dr,Sherman Oaks,CA,91423,USA
-118.188533,34.199355,Trader Joe's; #042,818-790-6373,475 Foothill Blvd,La Canada,CA,91011,USA
-118.299521,34.174563,Trader Joe's; #124,818-848-4299,214 E Alameda,Burbank,CA,91502,USA
-118.755406,34.145932,Trader Joe's; #247,818-865-8217,28941 Canwood St,Agoura Hills,CA,91301,USA
-118.231322,34.206529,Trader Joe's; #052,818-957-3613,2462 Honolulu Avenue,Montrose,CA,91020,USA
-118.517259,34.172162,Trader Joe's; #056,818-990-7751,17640 Burbank Blvd,Encino,CA,91316,USA
-82.553467,35.60313,Trader Joe's; #740,828-232-5078,120 Merrimon Ave,Asheville,NC,28801,USA
-121.894229,36.596718,Trader Joe's; #204,831-372-2010,570 Munras Ave,Monterey,CA,93940,USA
-122.025402,36.974636,Trader Joe's; #193,831-425-0140,700 Front St,Santa Cruz,CA,95060,USA
-121.970162,36.977782,Trader Joe's; #064,831-464-0115,3555 Clares St,Capitola,CA,95010,USA
-121.92162,36.605895,Trader Joe's; #079,831-656-0180,1170 Forest Ave,Pacific Grove,CA,93950,USA
-79.887098,32.804872,Trader Joe's; #752,843-884-4037,401 Johnnie Dodds Blvd,Mt. Pleasant,SC,29464,USA
-87.982599,42.113871,Trader Joe's; #687,847- 506-0752,17 W. Rand Rd,Arlington Heights,IL,60004,USA
-87.832578,42.013012,Trader Joe's; #698,847-292-1108,190 North Northwest Hwy,Park Ridge,IL,60068,USA
-87.799512,42.149489,Trader Joe's; #682,847-498-9076,127 Skokie Blvd,Northbrook,IL,60062,USA
-88.109038,42.190209,Trader Joe's; #684,847-550-7827,735 West Main St,Lake Zurich,IL,60047,USA
-88.044226,42.050541,Trader Joe's; #705,847-619-0095,1426 E Golf Rd,Schaumburg,IL,60173,USA
-87.798214,42.080283,Trader Joe's; #681,847-657-7821,1407 Waukegan Rd,Glenview,IL,60025,USA
-87.948055,42.255321,Trader Joe's; #704,847-680-1739,1600 S Milwaukee Ave,Libertyville,IL,60048,USA
-87.680084,42.039944,Trader Joe's; #702,847-733-0690,1211 Chicago Ave,Evanston,IL,60202,USA
-88.335798,42.151891,Trader Joe's; #699,847-854-4886,1800 S. Randall Rd,Algonquin,IL,60102,USA
-84.250038,30.503628,Trader Joe's; #763,850-894-2538,3425 Thomasville Rd,Tallahassee,FL,32309,USA
-74.923558,39.888217,Trader Joe's; #631,856-988-3323,300 P Rte 73 S,Marlton,NJ,08053,USA
-117.233558,32.865581,Trader Joe's; #020,858-546-8629,8657 Villa La Jolla Dr,La Jolla,CA,92037,USA
-117.113878,32.913887,Trader Joe's; #221,858-549-9185,9850 Hibert St,San Diego,CA,92131,USA
-117.240065,32.799984,Trader Joe's; #021,858-581-9101,1640 Garnet Ave,San Diego,CA,92109,USA
-117.076335,32.982222,Trader Joe's; #023,858-673-0526,11955 Carmel Mountain Rd,San Diego,CA,92128,USA
-117.190905,32.961381,Trader Joe's; #223,858-755-7130,13480 Highlands Pl,San Diego,CA,92130,USA
-84.518733,38.005174,Trader Joe's; #626,859-277-0144,2320 Nicholasville RD,Lexington,KY,40503,USA
-84.51882,38.005111,Trader Joe's; #627,859-313-5030,2326 Nicholasville Rd,Lexington,KY,40503,USA
-72.760106,41.723334,Trader Joe's; #526,860-561-4771,1489 New Britain Ave,West Hartfield,CT,06110,USA
-72.559338,41.804941,Trader Joe's; #563,860-644-3182,1510 Pleasant Valley Rd,Manchester,CT,06042,USA
-82.306951,34.829022,Trader Joe's; #751,864-286-0231,59 Woodruff Industrial Ln,Greenville,SC,29607,USA
-84.045985,35.925436,Trader Joe's; #663,865-670-4088,8001 Kingston Pike,Knoxville,TN,37919,USA
-89.801392,35.091076,Trader Joe's; #738,901-759-2803,2130 Exeter Rd,Germantown,TN,38138,USA
-81.388116,30.25715,Trader Joe's; #760,904-241-1770,4180 S 3rd St,Jacksonville Beach,FL,32250,USA
-81.63,30.17408,Trader Joe's; #769,904-880-0582,11112 San Jose Blvd,Jacksonville,FL,32223,USA
-74.350136,40.65197,Trader Joe's; #601,908-301-0910,155 Elm St,Westfield,NJ,07090,USA
-117.82392,34.106463,Trader Joe's; #028,909-305-4757,856 Arrow Hwy,San Dimas,CA,91773,USA
-117.575654,34.137417,Trader Joe's; #217,909-476-1410,6401 Haven Ave,Rancho Cucamonga,CA,91737,USA
-117.721795,34.107222,Trader Joe's; #214,909-625-8784,475 W. Foothill Blvd,Claremont,CA,91711,USA
-117.732508,34.000375,Trader Joe's; #216,909-627-1404,13911 Peyton Dr,Chino Hills,CA,91709,USA
-117.182433,34.060109,Trader Joe's; #099,909-798-3888,552 Orange Street Plaza,Redlands,CA,92374,USA
-77.885994,34.210968,Trader Joe's; #747,910-395-5173,1437 S College Rd,Wilmington,NC,28403,USA
-94.634589,38.912909,Trader Joe's; #723,913-327-7209,4201 West 119th ST,Leawood,KS,66209,USA
-73.805919,40.971208,Trader Joe's; #531,914-472-2988,727 White Plains Rd,Scarsdale,NY,10583,USA
-73.746451,40.937383,Trader Joe's; #532,914-833-9110,1260 Boston Post Rd,Larchmont,NY,10538,USA
-73.792587,41.024939,Trader Joe's; #533,914-997-1960,215 N. Central Ave,Hartsdale,NY,10530,USA
-121.444673,38.560827,Trader Joe's; #175,916-456-1853,5000 Folsom Blvd,Sacramento,CA,95819,USA
-121.399373,38.618137,Trader Joe's; #070,916-481-8797,2625 Marconi Ave,Sacramento,CA,95821,USA
-121.419915,38.406511,Trader Joe's; #190,916-686-9980,9670 Bruceville Rd,Elk Grove,CA,95757,USA
-121.274686,38.744137,Trader Joe's; #080,916-784-9084,1117 Roseville Square,Roseville,CA,95678,USA
-121.158877,38.671252,Trader Joe's; #172,916-817-8820,850 East Bidwell,Folsom,CA,95630,USA
-121.272377,38.66239,Trader Joe's; #071,916-863-1744,5309 Sunrise Blvd,Fair Oaks,CA,95628,USA
-95.976288,36.109371,Trader Joe's; #460,918-712-9768,3702 S Peoria Ave,Tulsa,OK,74105,USA
-78.78293,35.758502,Trader Joe's; #741,919-465-5984,1393 Kildaire Farms Rd,Cary,NC,27511,USA
-79.02659,35.936518,Trader Joe's; #745,919-918-7871,1800 E. Franklin St,Chapel Hill,NC,27514,USA
-78.621964,35.823621,Trader Joe's; #746,919-981-7422,3000 Wake Forest Rd,Raleigh,NC,27609,USA
-121.782253,37.679097,Trader Joe's; #208,925-243-1947,1122-A East Stanley Blvd,Livermore,CA,94550,USA
-121.951942,37.764229,Trader Joe's; #246,925-275-8140,300 Market Place,San Ramon,CA,94583,USA
-122.126748,37.890862,Trader Joe's; #115,925-299-9344,3649 Mt. Diablo Blvd,Lafayette,CA,94549,USA
-121.870255,37.699837,Trader Joe's; #066,925-468-0763,3903 Santa Rita Rd,Pleasanton,CA,94588,USA
-121.7497,37.961486,Trader Joe's; #201,925-516-3044,5451 Lone Tree Way,Brentwood,CA,94513,USA
-122.024145,37.937471,Trader Joe's; #083,925-521-1134,785 Oak Grove Rd,Concord,CA,94518,USA
-122.057296,37.979567,Trader Joe's; #060,925-689-2990,1150 Concord Ave,Concord,CA,94520,USA
-122.002753,37.822917,Trader Joe's; #065,925-838-5757,85 Railroad Ave,Danville,CA,94526,USA
-118.3641,34.1038,Trader Joe's; #123,925-945-1674,1372 S California Blvd,Walnut Creek,CA,94596,USA
-112.405385,34.548978,Trader Joe's; #283,928-443-9075,252 Lee Blvd Prescott,Prescott,AZ,86303,USA
-84.165339,39.689243,Trader Joe's; #673,937-294-5411,328 East Stroop Rd,Kettering,OH,45429,USA
-82.530022,27.294762,Trader Joe's; #761,941-922-5727,4101 S Tamiami Trail,Sarasota,FL,34231,USA
-117.65242,33.459319,Trader Joe's; #016,949-240-9996,638 Camino de los Mares,San Clemente,CA,92673,USA
-117.696777,33.493354,Trader Joe's; #103,949-493-8599,32351 Street of the Golden Lantern,Laguna Niguel,CA,92677,USA
-117.831102,33.568603,Trader Joe's; #125,949-494-7404,8086 Pacific Coast Hwy,Newport Beach,CA,92657,USA
-117.66263,33.496198,Trader Joe's; #249,949-496-4150,32151 Camino Capistrano,San Juan Capistrano,CA,92675,USA
-117.839455,33.649281,Trader Joe's; #111,949-509-6138,4225 Campus Dr,Irvine,CA,92612,USA
-117.741519,33.700564,Trader Joe's; #210,949-551-6402,6222 Irvine Blvd,Irvine,CA,92620,USA
-117.659058,33.592774,Trader Joe's; #126,949-581-5638,25410 Marguerite Pkwy,Mission Viejo,CA,92692,USA
-121.049734,37.686103,Trader Joe's; #009,949-581-5638,3250 Dale Rd,Modesto,CA,95356,USA
-117.703216,33.609434,Trader Joe's; #039,949-586-8453,24231 Avenida de la Carlota,Laguna Hills,CA,92653,USA
-117.925227,33.636337,Trader Joe's; #035,949-642-5134,640 West 17th St,Costa Mesa,CA,92627,USA
-117.724285,33.57782,Trader Joe's; #195,949-643-5531,26541 Aliso Creek Rd,Aliso Viejo,CA,92656,USA
-117.787137,33.705656,Trader Joe's; #037,949-857-8108,14443 Culver Dr,Irvine,CA,92604,USA
-117.595724,33.64227,Trader Joe's; #027,949-888-3640,30652 Santa Margarita Pkwy,Rancho Santa Margarita,CA,92688,USA
-117.156241,33.527944,Trader Joe's; #102,951-296-9964,40665 Winchester Rd,Temecula,CA,92591,USA
-117.506022,33.812554,Trader Joe's; #213,951-603-0299,2790 Cabot Dr,Corona,CA,92883,USA
-117.388164,33.955869,Trader Joe's; #015,951-682-4684,6225 Riverside Plaza,Riverside,CA,92506,USA
-93.337169,44.934532,Trader Joe's; #710,952-285-1053,4500 Excelsior Blvd,St. Louis Park,MN,55416,USA
-93.421862,44.972977,Trader Joe's; #714,952-417-9080,11220 Wayzata Blvd,Minnetonka,MN,55305,USA
-93.332952,44.858776,Trader Joe's; #724,952-835-8640,4270 W 78th St,Bloomington,MN,55435,USA
-80.308327,26.00765,Trader Joe's; #775,954-432-0405,11960 Pines Blvd,Pembroke Pines,FL,33026,USA
-80.25118,26.09273,Trader Joe's; #778,954-512-2968,2296 S University Dr,Davie,FL,33324,USA
-80.119286,26.147276,Trader Joe's; #776,954-537-3585,1560 N Federal Hwy,Fort Lauderdale,FL,33304,USA
-105.076515,40.541637,Trader Joe's; #304,970-223-3560,3500 S College Ave,Fort Collins,CO,80525,USA
-122.694974,45.526163,Trader Joe's; #146,971-544-0788,2122 N.W. Glisan,Portland,OR,97210,USA
-96.801453,32.950497,Trader Joe's; #407,972-239-3901,14856 Preston Rd,Dallas,TX,75254,USA
-96.794822,33.028548,Trader Joe's; #402,972-312-9538,2400 Preston Road Ste 200,Plano,TX,75093,USA
-74.295561,40.723121,Trader Joe's; #609,973-218-0912,187 Millburn Ave,Millburn,NJ,07041,USA
-74.39206,40.788482,Trader Joe's; #604,973-377-0679,176 Columbia Turnpike,Florham Park,NJ,07932,USA
-74.506989,40.866619,Trader Joe's; #617,973-537-3672,3056 SR 10 W,Denville,NJ,07834,USA
-74.241633,40.960698,Trader Joe's; #603,973-692-0050,1172 Hamburg Turnpike,Wayne,NJ,07470,USA
-74.151928,40.83748,Trader Joe's; #610,973-777-5020,259 Allwood Rd,Clifton;432 e,NJ,07012,USA
-71.415409,42.482653,Trader Joe's; #511,978-266-8908,145 Great Rd,Acton,MA,01720,USA
-70.954456,42.549758,Trader Joe's; #516,978-977-5316,300 Andover St,Peabody,MA,01960,USA
-111.925175,33.422398,Trader Joe's; #091,,940 E University Ave,Tempe,AZ,85281,USA
-75.032653,39.926822,Trader Joe's; #613,,775 Haddonfield Rd,Cherry Hill,NJ,08002,USA
